Postnummer,Poststed,Terminal_ID,Kommunenavn,Fylkenavn
1349,RYKKINN,2,BÆRUM,AKERSHUS
1350,LOMMEDALEN,2,BÆRUM,AKERSHUS
1351,RUD,2,BÆRUM,AKERSHUS
1352,KOLSÅS,2,BÆRUM,AKERSHUS
1353,BÆRUMS VERK,2,BÆRUM,AKERSHUS
1354,BÆRUMS VERK,2,BÆRUM,AKERSHUS
1356,BEKKESTUA,2,BÆRUM,AKERSHUS
1357,BEKKESTUA,2,BÆRUM,AKERSHUS
1358,JAR,2,BÆRUM,AKERSHUS
1359,EIKSMARKA,2,BÆRUM,AKERSHUS
1360,FORNEBU,2,BÆRUM,AKERSHUS
1361,ØSTERÅS,2,BÆRUM,AKERSHUS
1362,HOSLE,2,BÆRUM,AKERSHUS
1363,HØVIK,2,BÆRUM,AKERSHUS
1364,FORNEBU,2,BÆRUM,AKERSHUS
1365,BLOMMENHOLM,2,BÆRUM,AKERSHUS
1366,LYSAKER,2,BÆRUM,AKERSHUS
1367,SNARØYA,2,BÆRUM,AKERSHUS
1368,STABEKK,2,BÆRUM,AKERSHUS
1369,STABEKK,2,BÆRUM,AKERSHUS
1371,ASKER,2,ASKER,AKERSHUS
1372,ASKER,2,ASKER,AKERSHUS
1373,ASKER,2,ASKER,AKERSHUS
1375,BILLINGSTAD,2,ASKER,AKERSHUS
1376,BILLINGSTAD,2,ASKER,AKERSHUS
1377,BILLINGSTAD,2,ASKER,AKERSHUS
1378,NESBRU,2,ASKER,AKERSHUS
1379,NESBRU,2,ASKER,AKERSHUS
1380,HEGGEDAL,2,ASKER,AKERSHUS
1381,VETTRE,2,ASKER,AKERSHUS
1383,ASKER,2,ASKER,AKERSHUS
1384,ASKER,2,ASKER,AKERSHUS
1385,ASKER,2,ASKER,AKERSHUS
1386,ASKER,2,ASKER,AKERSHUS
1387,ASKER,2,ASKER,AKERSHUS
1388,BORGEN,2,ASKER,AKERSHUS
1389,HEGGEDAL,2,ASKER,AKERSHUS
1390,VOLLEN,2,ASKER,AKERSHUS
1391,VOLLEN,2,ASKER,AKERSHUS
1392,VETTRE,2,ASKER,AKERSHUS
1393,VOLLEN,2,ASKER,AKERSHUS
1394,NESBRU,2,ASKER,AKERSHUS
1395,HVALSTAD,2,ASKER,AKERSHUS
1396,BILLINGSTAD,2,ASKER,AKERSHUS
1397,NESØYA,2,ASKER,AKERSHUS
1399,ASKER,2,ASKER,AKERSHUS
1400,SKI,2,NORDRE FOLLO,AKERSHUS
1401,SKI,2,NORDRE FOLLO,AKERSHUS
1402,SKI,2,NORDRE FOLLO,AKERSHUS
1403,LANGHUS,2,NORDRE FOLLO,AKERSHUS
1404,SIGGERUD,2,NORDRE FOLLO,AKERSHUS
1405,LANGHUS,2,NORDRE FOLLO,AKERSHUS
1406,SKI,2,NORDRE FOLLO,AKERSHUS
1407,VINTERBRO,2,ÅS,AKERSHUS
1408,KRÅKSTAD,2,NORDRE FOLLO,AKERSHUS
1409,SKOTBU,2,NORDRE FOLLO,AKERSHUS
1410,KOLBOTN,2,NORDRE FOLLO,AKERSHUS
1411,KOLBOTN,2,NORDRE FOLLO,AKERSHUS
1412,SOFIEMYR,2,NORDRE FOLLO,AKERSHUS
1413,TÅRNÅSEN,2,NORDRE FOLLO,AKERSHUS
1414,TROLLÅSEN,2,NORDRE FOLLO,AKERSHUS
1415,OPPEGÅRD,2,NORDRE FOLLO,AKERSHUS
1416,OPPEGÅRD,2,NORDRE FOLLO,AKERSHUS
1417,SOFIEMYR,2,NORDRE FOLLO,AKERSHUS
1418,KOLBOTN,2,NORDRE FOLLO,AKERSHUS
1419,OPPEGÅRD,2,NORDRE FOLLO,AKERSHUS
1420,SVARTSKOG,2,NORDRE FOLLO,AKERSHUS
1421,TROLLÅSEN,2,NORDRE FOLLO,AKERSHUS
1422,SIGGERUD,2,NORDRE FOLLO,AKERSHUS
1423,SKI,2,NORDRE FOLLO,AKERSHUS
1424,SKI,2,NORDRE FOLLO,AKERSHUS
1425,SKI,2,NORDRE FOLLO,AKERSHUS
1429,VINTERBRO,2,ÅS,AKERSHUS
1430,ÅS,2,ÅS,AKERSHUS
1431,ÅS,2,ÅS,AKERSHUS
1432,ÅS,2,ÅS,AKERSHUS
1433,ÅS,2,ÅS,AKERSHUS
1434,ÅS,2,ÅS,AKERSHUS
1435,ÅS,2,ÅS,AKERSHUS
1440,DRØBAK,2,FROGN,AKERSHUS
1441,DRØBAK,2,FROGN,AKERSHUS
1442,DRØBAK,2,FROGN,AKERSHUS
1443,DRØBAK,2,FROGN,AKERSHUS
1444,DRØBAK,2,FROGN,AKERSHUS
1445,DRØBAK,2,FROGN,AKERSHUS
1446,DRØBAK,2,FROGN,AKERSHUS
1447,DRØBAK,2,FROGN,AKERSHUS
1448,DRØBAK,2,FROGN,AKERSHUS
1449,DRØBAK,2,FROGN,AKERSHUS
1450,NESODDTANGEN,2,NESODDEN,AKERSHUS
1451,NESODDTANGEN,2,NESODDEN,AKERSHUS
1452,NESODDTANGEN,2,NESODDEN,AKERSHUS
1453,BJØRNEMYR,2,NESODDEN,AKERSHUS
1454,FAGERSTRAND,2,NESODDEN,AKERSHUS
1455,NORDRE FROGN,2,FROGN,AKERSHUS
1456,NESODDTANGEN,2,NESODDEN,AKERSHUS
1457,FAGERSTRAND,2,NESODDEN,AKERSHUS
1458,FJELLSTRAND,2,NESODDEN,AKERSHUS
1459,NESODDEN,2,NESODDEN,AKERSHUS
1461,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1462,FJELLHAMAR,2,LØRENSKOG,AKERSHUS
1463,FJELLHAMAR,2,LØRENSKOG,AKERSHUS
1464,FJELLHAMAR,2,LØRENSKOG,AKERSHUS
1465,STRØMMEN,2,LILLESTRØM,AKERSHUS
1466,STRØMMEN,2,LILLESTRØM,AKERSHUS
1467,STRØMMEN,2,LILLESTRØM,AKERSHUS
1468,FINSTADJORDET,2,LØRENSKOG,AKERSHUS
1469,RASTA,2,LØRENSKOG,AKERSHUS
1470,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1471,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1472,FJELLHAMAR,2,LØRENSKOG,AKERSHUS
1473,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1474,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1475,FINSTADJORDET,2,LØRENSKOG,AKERSHUS
1476,RASTA,2,LØRENSKOG,AKERSHUS
1477,FJELLHAMAR,2,LØRENSKOG,AKERSHUS
1478,LØRENSKOG,2,LØRENSKOG,AKERSHUS
1479,KURLAND,2,LØRENSKOG,AKERSHUS
1480,SLATTUM,2,NITTEDAL,AKERSHUS
1481,HAGAN,2,NITTEDAL,AKERSHUS
1482,NITTEDAL,2,NITTEDAL,AKERSHUS
1483,HAGAN,2,NITTEDAL,AKERSHUS
1484,HAKADAL,2,NITTEDAL,AKERSHUS
1485,HAKADAL,2,NITTEDAL,AKERSHUS
1486,NITTEDAL,2,NITTEDAL,AKERSHUS
1487,HAKADAL,2,NITTEDAL,AKERSHUS
1488,HAKADAL,2,NITTEDAL,AKERSHUS
1501,MOSS,3,MOSS,ØSTFOLD
1502,MOSS,3,MOSS,ØSTFOLD
1503,MOSS,3,MOSS,ØSTFOLD
1504,MOSS,3,MOSS,ØSTFOLD
1506,MOSS,3,MOSS,ØSTFOLD
1508,MOSS,3,MOSS,ØSTFOLD
1509,MOSS,3,MOSS,ØSTFOLD
1510,MOSS,3,MOSS,ØSTFOLD
1511,MOSS,3,MOSS,ØSTFOLD
1512,MOSS,3,MOSS,ØSTFOLD
1513,MOSS,3,MOSS,ØSTFOLD
1514,MOSS,3,MOSS,ØSTFOLD
1515,MOSS,3,MOSS,ØSTFOLD
1516,MOSS,3,MOSS,ØSTFOLD
1517,MOSS,3,MOSS,ØSTFOLD
1518,MOSS,3,MOSS,ØSTFOLD
1519,MOSS,3,MOSS,ØSTFOLD
1520,MOSS,3,MOSS,ØSTFOLD
1521,MOSS,3,MOSS,ØSTFOLD
1522,MOSS,3,MOSS,ØSTFOLD
1523,MOSS,3,MOSS,ØSTFOLD
1524,MOSS,3,MOSS,ØSTFOLD
1525,MOSS,3,MOSS,ØSTFOLD
1526,MOSS,3,MOSS,ØSTFOLD
1528,MOSS,3,MOSS,ØSTFOLD
1529,MOSS,3,MOSS,ØSTFOLD
1530,MOSS,3,MOSS,ØSTFOLD
1531,MOSS,3,MOSS,ØSTFOLD
1532,MOSS,3,MOSS,ØSTFOLD
1533,MOSS,3,MOSS,ØSTFOLD
1534,MOSS,3,MOSS,ØSTFOLD
1535,MOSS,3,MOSS,ØSTFOLD
1536,MOSS,3,MOSS,ØSTFOLD
1537,MOSS,3,MOSS,ØSTFOLD
1538,MOSS,3,MOSS,ØSTFOLD
1539,MOSS,3,MOSS,ØSTFOLD
1540,VESTBY,2,VESTBY,AKERSHUS
1541,VESTBY,2,VESTBY,AKERSHUS
1542,VESTBY,2,VESTBY,AKERSHUS
1543,VESTBY,2,VESTBY,AKERSHUS
1544,VESTBY,2,VESTBY,AKERSHUS
1545,HVITSTEN,2,VESTBY,AKERSHUS
1550,HØLEN,2,VESTBY,AKERSHUS
1555,SON,2,VESTBY,AKERSHUS
1556,SON,2,VESTBY,AKERSHUS
1560,LARKOLLEN,3,MOSS,ØSTFOLD
1561,LARKOLLEN,3,MOSS,ØSTFOLD
1570,DILLING,3,MOSS,ØSTFOLD
1580,RYGGE,3,MOSS,ØSTFOLD
1581,RYGGE,3,MOSS,ØSTFOLD
1590,RYGGE,3,MOSS,ØSTFOLD
1591,SPERREBOTN,3,VÅLER (VIKEN),ØSTFOLD
1592,VÅLER I ØSTFOLD,3,VÅLER (VIKEN),ØSTFOLD
1593,SVINNDAL,3,VÅLER (VIKEN),ØSTFOLD
1594,VÅLER I ØSTFOLD,3,VÅLER (VIKEN),ØSTFOLD
1596,MOSS,3,MOSS,ØSTFOLD
1597,MOSS,3,MOSS,ØSTFOLD
1598,MOSS,3,MOSS,ØSTFOLD
1599,MOSS,3,MOSS,ØSTFOLD
1601,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1602,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1604,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1605,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1606,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1607,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1608,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1609,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1610,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1612,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1613,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1614,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1615,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1616,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1617,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1618,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1619,FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1620,GRESSVIK,3,FREDRIKSTAD,ØSTFOLD
1621,GRESSVIK,3,FREDRIKSTAD,ØSTFOLD
1622,GRESSVIK,3,FREDRIKSTAD,ØSTFOLD
1623,GRESSVIK,3,FREDRIKSTAD,ØSTFOLD
1624,GRESSVIK,3,FREDRIKSTAD,ØSTFOLD
1625,MANSTAD,3,FREDRIKSTAD,ØSTFOLD
1626,MANSTAD,3,FREDRIKSTAD,ØSTFOLD
1628,ENGELSVIKEN,3,FREDRIKSTAD,ØSTFOLD
1629,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1630,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1632,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1633,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1634,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1636,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1637,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1638,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1639,GAMLE FREDRIKSTAD,3,FREDRIKSTAD,ØSTFOLD
1640,RÅDE,3,RÅDE,ØSTFOLD
1641,RÅDE,3,RÅDE,ØSTFOLD
1642,SALTNES,3,RÅDE,ØSTFOLD
1643,RÅDE,3,RÅDE,ØSTFOLD
1650,SELLEBAKK,3,FREDRIKSTAD,ØSTFOLD
1651,SELLEBAKK,3,FREDRIKSTAD,ØSTFOLD
1653,SELLEBAKK,3,FREDRIKSTAD,ØSTFOLD
1654,SELLEBAKK,3,FREDRIKSTAD,ØSTFOLD
1655,SELLEBAKK,3,FREDRIKSTAD,ØSTFOLD
1657,TORP,3,FREDRIKSTAD,ØSTFOLD
1658,TORP,3,FREDRIKSTAD,ØSTFOLD
1659,TORP,3,FREDRIKSTAD,ØSTFOLD
1661,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1662,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1663,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1664,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1665,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1666,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1667,ROLVSØY,3,FREDRIKSTAD,ØSTFOLD
1670,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1671,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1672,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1673,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1675,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1676,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1678,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1679,KRÅKERØY,3,FREDRIKSTAD,ØSTFOLD
1680,SKJÆRHALDEN,3,HVALER,ØSTFOLD
1682,SKJÆRHALDEN,3,HVALER,ØSTFOLD
1683,VESTERØY,3,HVALER,ØSTFOLD
1684,VESTERØY,3,HVALER,ØSTFOLD
1690,HERFØL,3,HVALER,ØSTFOLD
1692,NEDGÅRDEN,3,HVALER,ØSTFOLD
1701,SARPSBORG,3,SARPSBORG,ØSTFOLD
1702,SARPSBORG,3,SARPSBORG,ØSTFOLD
1703,SARPSBORG,3,SARPSBORG,ØSTFOLD
1704,SARPSBORG,3,SARPSBORG,ØSTFOLD
1705,SARPSBORG,3,SARPSBORG,ØSTFOLD
1706,SARPSBORG,3,SARPSBORG,ØSTFOLD
1707,SARPSBORG,3,SARPSBORG,ØSTFOLD
1708,SARPSBORG,3,SARPSBORG,ØSTFOLD
1709,SARPSBORG,3,SARPSBORG,ØSTFOLD
1710,SARPSBORG,3,SARPSBORG,ØSTFOLD
1711,SARPSBORG,3,SARPSBORG,ØSTFOLD
1712,GRÅLUM,3,SARPSBORG,ØSTFOLD
1713,GRÅLUM,3,SARPSBORG,ØSTFOLD
1714,GRÅLUM,3,SARPSBORG,ØSTFOLD
1715,YVEN,3,SARPSBORG,ØSTFOLD
1718,GREÅKER,3,SARPSBORG,ØSTFOLD
1719,GREÅKER,3,SARPSBORG,ØSTFOLD
1720,GREÅKER,3,SARPSBORG,ØSTFOLD
1721,SARPSBORG,3,SARPSBORG,ØSTFOLD
1722,SARPSBORG,3,SARPSBORG,ØSTFOLD
1723,SARPSBORG,3,SARPSBORG,ØSTFOLD
1724,SARPSBORG,3,SARPSBORG,ØSTFOLD
1725,SARPSBORG,3,SARPSBORG,ØSTFOLD
1726,SARPSBORG,3,SARPSBORG,ØSTFOLD
1727,SARPSBORG,3,SARPSBORG,ØSTFOLD
1730,ISE,3,SARPSBORG,ØSTFOLD
1733,HAFSLUNDSØY,3,SARPSBORG,ØSTFOLD
1734,HAFSLUNDSØY,3,SARPSBORG,ØSTFOLD
1735,VARTEIG,3,SARPSBORG,ØSTFOLD
1738,BORGENHAUGEN,3,SARPSBORG,ØSTFOLD
1739,BORGENHAUGEN,3,SARPSBORG,ØSTFOLD
1740,BORGENHAUGEN,3,SARPSBORG,ØSTFOLD
1742,KLAVESTADHAUGEN,3,SARPSBORG,ØSTFOLD
1743,KLAVESTADHAUGEN,3,SARPSBORG,ØSTFOLD
1745,SKJEBERG,3,SARPSBORG,ØSTFOLD
1746,SKJEBERG,3,SARPSBORG,ØSTFOLD
1747,SKJEBERG,3,SARPSBORG,ØSTFOLD
1751,HALDEN,3,HALDEN,ØSTFOLD
1752,HALDEN,3,HALDEN,ØSTFOLD
1753,HALDEN,3,HALDEN,ØSTFOLD
1754,HALDEN,3,HALDEN,ØSTFOLD
1757,HALDEN,3,HALDEN,ØSTFOLD
1759,HALDEN,3,HALDEN,ØSTFOLD
1760,HALDEN,3,HALDEN,ØSTFOLD
1761,HALDEN,3,HALDEN,ØSTFOLD
1762,HALDEN,3,HALDEN,ØSTFOLD
1763,HALDEN,3,HALDEN,ØSTFOLD
1764,HALDEN,3,HALDEN,ØSTFOLD
1765,HALDEN,3,HALDEN,ØSTFOLD
1766,HALDEN,3,HALDEN,ØSTFOLD
1767,HALDEN,3,HALDEN,ØSTFOLD
1768,HALDEN,3,HALDEN,ØSTFOLD
1769,HALDEN,3,HALDEN,ØSTFOLD
1771,HALDEN,3,HALDEN,ØSTFOLD
1772,HALDEN,3,HALDEN,ØSTFOLD
1776,HALDEN,3,HALDEN,ØSTFOLD
1777,HALDEN,3,HALDEN,ØSTFOLD
1778,HALDEN,3,HALDEN,ØSTFOLD
1779,HALDEN,3,HALDEN,ØSTFOLD
1781,HALDEN,3,HALDEN,ØSTFOLD
1782,HALDEN,3,HALDEN,ØSTFOLD
1783,HALDEN,3,HALDEN,ØSTFOLD
1784,HALDEN,3,HALDEN,ØSTFOLD
1785,HALDEN,3,HALDEN,ØSTFOLD
1786,HALDEN,3,HALDEN,ØSTFOLD
1787,HALDEN,3,HALDEN,ØSTFOLD
1788,HALDEN,3,HALDEN,ØSTFOLD
1789,BERG I ØSTFOLD,3,HALDEN,ØSTFOLD
1790,TISTEDAL,3,HALDEN,ØSTFOLD
1791,TISTEDAL,3,HALDEN,ØSTFOLD
1792,TISTEDAL,3,HALDEN,ØSTFOLD
1793,TISTEDAL,3,HALDEN,ØSTFOLD
1794,SPONVIKA,3,HALDEN,ØSTFOLD
1796,KORNSJØ,3,HALDEN,ØSTFOLD
1798,AREMARK,3,AREMARK,ØSTFOLD
1799,AREMARK,3,AREMARK,ØSTFOLD
1801,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1802,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1803,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1804,SPYDEBERG,3,INDRE ØSTFOLD,ØSTFOLD
1805,TOMTER,3,INDRE ØSTFOLD,ØSTFOLD
1806,SKIPTVET,3,SKIPTVET,ØSTFOLD
1807,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1808,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1809,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1811,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1812,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1813,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1814,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1815,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1816,SKIPTVET,3,SKIPTVET,ØSTFOLD
1820,SPYDEBERG,3,INDRE ØSTFOLD,ØSTFOLD
1821,SPYDEBERG,3,INDRE ØSTFOLD,ØSTFOLD
1823,KNAPSTAD,3,INDRE ØSTFOLD,ØSTFOLD
1825,TOMTER,3,INDRE ØSTFOLD,ØSTFOLD
1827,HOBØL,3,INDRE ØSTFOLD,ØSTFOLD
1828,HOBØL,3,INDRE ØSTFOLD,ØSTFOLD
1830,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1831,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1832,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1833,ASKIM,3,INDRE ØSTFOLD,ØSTFOLD
1850,MYSEN,3,INDRE ØSTFOLD,ØSTFOLD
1851,MYSEN,3,INDRE ØSTFOLD,ØSTFOLD
1852,MYSEN,3,INDRE ØSTFOLD,ØSTFOLD
1859,SLITU,3,INDRE ØSTFOLD,ØSTFOLD
1860,TRØGSTAD,3,INDRE ØSTFOLD,ØSTFOLD
1861,TRØGSTAD,3,INDRE ØSTFOLD,ØSTFOLD
1866,BÅSTAD,3,INDRE ØSTFOLD,ØSTFOLD
1867,BÅSTAD,3,INDRE ØSTFOLD,ØSTFOLD
1870,ØRJE,3,MARKER,ØSTFOLD
1871,ØRJE,3,MARKER,ØSTFOLD
1875,OTTEID,3,MARKER,ØSTFOLD
1878,HÆRLAND,3,INDRE ØSTFOLD,ØSTFOLD
1880,EIDSBERG,3,INDRE ØSTFOLD,ØSTFOLD
1890,RAKKESTAD,3,RAKKESTAD,ØSTFOLD
1891,RAKKESTAD,3,RAKKESTAD,ØSTFOLD
1892,DEGERNES,3,RAKKESTAD,ØSTFOLD
1893,DEGERNES,3,RAKKESTAD,ØSTFOLD
1894,RAKKESTAD,3,RAKKESTAD,ØSTFOLD
1900,FETSUND,2,LILLESTRØM,AKERSHUS
1901,FETSUND,2,LILLESTRØM,AKERSHUS
1903,GAN,2,LILLESTRØM,AKERSHUS
1910,ENEBAKKNESET,2,LILLESTRØM,AKERSHUS
1911,FLATEBY,2,ENEBAKK,AKERSHUS
1912,ENEBAKK,2,ENEBAKK,AKERSHUS
1914,YTRE ENEBAKK,2,ENEBAKK,AKERSHUS
1916,FLATEBY,2,ENEBAKK,AKERSHUS
1917,YTRE ENEBAKK,2,ENEBAKK,AKERSHUS
1920,SØRUMSAND,2,LILLESTRØM,AKERSHUS
1921,SØRUMSAND,2,LILLESTRØM,AKERSHUS
1923,SØRUM,2,LILLESTRØM,AKERSHUS
1924,SØRUM,2,LILLESTRØM,AKERSHUS
1925,BLAKER,2,LILLESTRØM,AKERSHUS
1926,BLAKER,2,LILLESTRØM,AKERSHUS
1927,RÅNÅSFOSS,2,NES,AKERSHUS
1928,AULI,2,NES,AKERSHUS
1929,AULI,2,NES,AKERSHUS
1930,AURSKOG,2,AURSKOG-HØLAND,AKERSHUS
1931,AURSKOG,2,AURSKOG-HØLAND,AKERSHUS
1940,BJØRKELANGEN,2,AURSKOG-HØLAND,AKERSHUS
1941,BJØRKELANGEN,2,AURSKOG-HØLAND,AKERSHUS
1950,RØMSKOG,2,AURSKOG-HØLAND,AKERSHUS
1951,RØMSKOG,2,AURSKOG-HØLAND,AKERSHUS
1954,SETSKOG,2,AURSKOG-HØLAND,AKERSHUS
1960,LØKEN,2,AURSKOG-HØLAND,AKERSHUS
1961,LØKEN,2,AURSKOG-HØLAND,AKERSHUS
1963,FOSSER,2,AURSKOG-HØLAND,AKERSHUS
1970,HEMNES,2,AURSKOG-HØLAND,AKERSHUS
1971,HEMNES,2,AURSKOG-HØLAND,AKERSHUS
2000,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2001,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2003,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2004,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2005,RÆLINGEN,2,RÆLINGEN,AKERSHUS
2006,LØVENSTAD,2,RÆLINGEN,AKERSHUS
2007,KJELLER,2,LILLESTRØM,AKERSHUS
2008,FJERDINGBY,2,RÆLINGEN,AKERSHUS
2009,NORDBY,2,RÆLINGEN,AKERSHUS
2010,STRØMMEN,2,LILLESTRØM,AKERSHUS
2011,STRØMMEN,2,LILLESTRØM,AKERSHUS
2012,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2013,SKJETTEN,2,LILLESTRØM,AKERSHUS
2014,BLYSTADLIA,2,RÆLINGEN,AKERSHUS
2015,LEIRSUND,2,LILLESTRØM,AKERSHUS
2016,FROGNER,2,LILLESTRØM,AKERSHUS
2017,FROGNER,2,LILLESTRØM,AKERSHUS
2018,LØVENSTAD,2,RÆLINGEN,AKERSHUS
2019,SKEDSMOKORSET,2,LILLESTRØM,AKERSHUS
2020,SKEDSMOKORSET,2,LILLESTRØM,AKERSHUS
2021,SKEDSMOKORSET,2,LILLESTRØM,AKERSHUS
2022,GJERDRUM,2,GJERDRUM,AKERSHUS
2023,SKEDSMOKORSET,2,LILLESTRØM,AKERSHUS
2024,GJERDRUM,2,GJERDRUM,AKERSHUS
2025,FJERDINGBY,2,RÆLINGEN,AKERSHUS
2026,SKJETTEN,2,LILLESTRØM,AKERSHUS
2027,KJELLER,2,LILLESTRØM,AKERSHUS
2028,LILLESTRØM,2,LILLESTRØM,AKERSHUS
2029,RÆLINGEN,2,RÆLINGEN,AKERSHUS
2030,NANNESTAD,2,NANNESTAD,AKERSHUS
2031,NANNESTAD,2,NANNESTAD,AKERSHUS
2032,MAURA,2,NANNESTAD,AKERSHUS
2033,ÅSGREINA,2,NANNESTAD,AKERSHUS
2034,HOLTER,2,NANNESTAD,AKERSHUS
2035,HOLTER,2,NANNESTAD,AKERSHUS
2036,MAURA,2,NANNESTAD,AKERSHUS
2040,KLØFTA,2,ULLENSAKER,AKERSHUS
2041,KLØFTA,2,ULLENSAKER,AKERSHUS
2050,JESSHEIM,2,ULLENSAKER,AKERSHUS
2051,JESSHEIM,2,ULLENSAKER,AKERSHUS
2052,JESSHEIM,2,ULLENSAKER,AKERSHUS
2053,JESSHEIM,2,ULLENSAKER,AKERSHUS
2054,MOGREINA,2,ULLENSAKER,AKERSHUS
2055,NORDKISA,2,ULLENSAKER,AKERSHUS
2056,ALGARHEIM,2,ULLENSAKER,AKERSHUS
2057,JESSHEIM,2,ULLENSAKER,AKERSHUS
2058,SESSVOLLMOEN,2,ULLENSAKER,AKERSHUS
2060,GARDERMOEN,2,ULLENSAKER,AKERSHUS
2061,GARDERMOEN,2,ULLENSAKER,AKERSHUS
2062,JESSHEIM,2,ULLENSAKER,AKERSHUS
2063,JESSHEIM,2,ULLENSAKER,AKERSHUS
2066,JESSHEIM,2,ULLENSAKER,AKERSHUS
2067,JESSHEIM,2,ULLENSAKER,AKERSHUS
2068,JESSHEIM,2,ULLENSAKER,AKERSHUS
2069,JESSHEIM,2,ULLENSAKER,AKERSHUS
2070,RÅHOLT,2,EIDSVOLL,AKERSHUS
2071,RÅHOLT,2,EIDSVOLL,AKERSHUS
2072,DAL,2,EIDSVOLL,AKERSHUS
2073,BØN,2,EIDSVOLL,AKERSHUS
2074,EIDSVOLL VERK,2,EIDSVOLL,AKERSHUS
2076,DAL,2,EIDSVOLL,AKERSHUS
2080,EIDSVOLL,2,EIDSVOLL,AKERSHUS
2081,EIDSVOLL,2,EIDSVOLL,AKERSHUS
2090,HURDAL,2,HURDAL,AKERSHUS
2091,HURDAL,2,HURDAL,AKERSHUS
2092,MINNESUND,2,EIDSVOLL,AKERSHUS
2093,FEIRING,2,EIDSVOLL,AKERSHUS
2094,MINNESUND,2,EIDSVOLL,AKERSHUS
2100,SKARNES,4,SØR-ODAL,HEDMARK
2101,SKARNES,4,SØR-ODAL,HEDMARK
2110,SLÅSTAD,4,SØR-ODAL,HEDMARK
2114,DISENÅ,4,SØR-ODAL,HEDMARK
2116,SANDER,4,SØR-ODAL,HEDMARK
